,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100015_1,0,1000,1646,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0
AAV.100025_22,0,0,732,0,0,0,0,600,200,0,0,0,0,0,400,0,0,0
AAV.100037_50,0,700,0,0,0,600,500,126,0,0,0,0,0,0,0,0,0,0
AAV.100042_29,0,0,400,0,0,0,0,0,0,1610,0,0,0,1400,1000,0,0,0
AAV.100085_4,0,0,0,0,0,500,400,0,0,318,0,0,0,0,900,0,0,0
AAV.100108_57,0,0,4000,0,0,0,3760,0,0,0,0,0,0,0,2500,0,0,0
AAV.100121_51,0,680,1000,0,0,0,1400,0,0,0,0,0,0,0,1000,0,0,0
AAV.100129_31,0,0,0,1400,0,0,1400,0,0,0,0,0,0,0,1000,0,0,40
AAV.100145_83,0,0,0,0,0,0,1500,0,600,33,0,0,0,0,0,0,0,0
AAV.100172_36,0,0,600,0,0,500,0,0,0,0,0,0,0,581,500,0,0,0
AAV.100176_9,0,0,700,0,0,0,500,0,200,0,0,0,0,535,0,0,0,0
AAV.100231_16,0,0,226,0,0,0,0,0,600,0,0,0,0,0,600,500,0,0
AAV.100271_10,0,0,400,0,0,1200,0,0,400,0,0,0,0,1200,622,0,0,0
AAV.100277_65,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,672,0,0,0
