,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100015_1,0,660,1446,0,0,0,0,0,1260,0,0,0,0,60,180,0,0,240
AAV.100025_22,30,0,792,0,0,0,0,600,180,0,0,0,0,0,330,0,0,0
AAV.100037_50,90,600,0,0,0,600,510,126,0,0,0,0,0,0,0,0,0,0
AAV.100042_29,60,0,360,0,0,0,0,0,0,1530,0,0,0,1380,1080,0,0,0
AAV.100085_4,30,0,0,0,0,510,390,0,0,318,0,0,0,0,870,0,0,0
AAV.100108_57,150,450,3750,0,0,0,3060,0,0,0,0,0,0,0,2700,0,0,150
AAV.100121_51,0,660,1200,0,0,0,1200,0,0,0,0,0,0,0,900,0,0,120
AAV.100129_31,0,0,0,1260,0,0,1500,0,0,0,0,0,0,0,1080,0,0,0
AAV.100145_83,30,0,0,0,0,0,1320,0,720,63,0,0,0,0,0,0,0,0
AAV.100172_36,60,0,510,0,0,510,0,0,0,0,0,0,0,561,540,0,0,0
AAV.100176_9,0,0,630,0,0,0,480,150,180,0,0,0,0,495,0,0,0,0
AAV.100231_16,0,0,156,0,0,0,0,0,630,0,0,0,0,0,540,600,0,0
AAV.100271_10,120,0,360,0,0,1200,0,0,480,0,0,0,0,1380,282,0,0,0
AAV.100277_65,60,0,3120,0,0,0,0,0,0,0,0,0,0,0,492,0,0,0
