,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100015_1,360,1140,1206,0,0,0,0,0,1140,0,0,0,0,0,0,0,0,0
AAV.100025_22,0,0,802,0,0,0,0,570,180,0,0,0,0,0,380,0,0,0
AAV.100037_50,180,580,0,0,0,570,570,26,0,0,0,0,0,0,0,0,0,0
AAV.100042_29,360,0,380,0,0,0,0,0,0,1350,0,0,0,1540,780,0,0,0
AAV.100085_4,180,0,0,0,0,390,380,0,0,398,0,0,0,0,770,0,0,0
AAV.100108_57,0,0,2950,0,0,0,4510,0,0,0,0,0,0,0,2800,0,0,0
AAV.100121_51,0,640,1140,0,0,0,1160,0,0,0,0,0,0,0,1140,0,0,0
AAV.100129_31,0,0,0,1160,0,0,1540,0,0,0,0,0,0,0,1140,0,0,0
AAV.100145_83,0,0,0,0,0,0,1330,0,760,43,0,0,0,0,0,0,0,0
AAV.100172_36,540,0,390,0,0,390,0,0,0,0,0,0,0,471,390,0,0,0
AAV.100176_9,180,0,580,0,0,0,390,190,180,0,0,0,0,415,0,0,0,0
AAV.100231_16,0,0,206,0,0,0,0,0,560,0,0,0,0,0,580,580,0,0
AAV.100271_10,360,0,360,0,0,1160,0,0,400,0,0,0,0,1520,22,0,0,0
AAV.100277_65,0,0,3420,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0
