,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100015_1,40,640,1480,6,0,0,0,0,1280,0,0,0,0,0,0,0,0,400
AAV.100025_22,0,0,792,0,0,0,0,600,160,0,0,0,0,0,360,0,0,20
AAV.100037_50,60,640,0,0,0,580,520,126,0,0,0,0,0,0,0,0,0,0
AAV.100042_29,0,0,360,0,0,0,0,80,0,1570,0,0,0,1320,1080,0,0,0
AAV.100085_4,20,0,0,0,0,460,420,0,0,338,0,0,0,0,880,0,0,0
AAV.100108_57,0,600,3600,0,0,0,2860,0,0,0,0,0,0,0,2800,0,0,400
AAV.100121_51,40,600,1160,0,0,0,1240,0,0,0,0,0,0,0,680,0,0,360
AAV.100129_31,0,0,0,1200,0,0,1560,0,0,0,0,0,0,0,720,0,0,360
AAV.100145_83,0,0,0,0,0,0,1360,0,720,53,0,0,0,0,0,0,0,0
AAV.100172_36,60,0,520,0,0,520,0,0,0,0,0,0,0,561,520,0,0,0
AAV.100176_9,0,0,640,0,0,0,500,120,160,0,0,0,0,495,0,0,0,20
AAV.100231_16,20,0,186,0,0,0,0,0,600,0,0,0,0,0,360,580,0,180
AAV.100271_10,80,0,240,0,0,1280,0,80,360,0,0,0,0,1320,382,80,0,0
AAV.100277_65,0,0,3200,0,0,0,0,0,0,0,0,0,0,0,472,0,0,0
