,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100015_1,0,840,1346,0,0,0,0,0,1380,0,0,0,0,0,0,0,0,280
AAV.100025_22,0,0,812,0,0,0,0,700,130,0,0,0,0,0,290,0,0,0
AAV.100037_50,130,570,0,0,0,560,550,106,0,0,0,0,0,0,0,0,0,10
AAV.100042_29,260,0,260,0,0,0,0,0,0,1610,0,0,0,1420,860,0,0,0
AAV.100085_4,260,10,0,0,0,430,280,0,0,298,0,0,0,0,840,0,0,0
AAV.100108_57,0,0,3550,0,0,0,3960,0,0,0,0,0,0,0,2750,0,0,0
AAV.100121_51,260,440,1120,0,0,0,1140,0,0,0,0,0,0,0,1120,0,0,0
AAV.100129_31,0,20,0,1140,0,0,1560,0,0,0,0,0,0,0,1100,0,0,20
AAV.100145_83,0,0,0,0,0,0,1270,0,820,33,0,0,0,0,0,0,0,10
AAV.100172_36,390,0,430,0,0,430,0,0,0,0,0,0,0,501,430,0,0,0
AAV.100176_9,0,0,710,0,0,0,420,140,140,0,0,0,0,525,0,0,0,0
AAV.100231_16,130,0,106,0,0,0,0,0,570,0,0,0,0,0,550,560,0,10
AAV.100271_10,520,0,182,0,0,1140,0,0,280,0,0,0,0,1420,280,0,0,0
AAV.100277_65,0,0,3100,0,0,0,0,0,0,0,0,0,0,20,552,0,0,0
