,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100015_1,0,960,1480,6,0,0,0,0,1280,0,0,0,0,0,120,0,0,0
AAV.100025_22,0,0,772,0,0,0,0,600,200,0,0,0,0,0,360,0,0,0
AAV.100037_50,0,620,0,0,0,600,540,166,0,0,0,0,0,0,0,0,0,0
AAV.100042_29,0,0,280,0,0,0,0,0,0,1570,0,0,0,1440,1120,0,0,0
AAV.100085_4,0,0,0,0,0,480,420,0,0,358,0,0,0,0,860,0,0,0
AAV.100108_57,0,500,3600,0,0,0,3360,0,0,0,0,0,0,0,2800,0,0,0
AAV.100121_51,0,720,1160,0,0,0,1200,0,0,0,0,0,0,0,960,0,0,40
AAV.100129_31,0,0,0,1240,0,0,1520,0,0,0,0,0,0,0,1080,0,0,0
AAV.100145_83,0,0,0,0,0,0,1440,0,620,73,0,0,0,0,0,0,0,0
AAV.100172_36,0,0,580,0,0,500,0,0,0,0,0,0,0,561,540,0,0,0
AAV.100176_9,0,0,620,0,0,0,480,160,180,0,0,0,0,495,0,0,0,0
AAV.100231_16,0,0,186,0,0,0,0,0,600,0,0,0,0,0,560,580,0,0
AAV.100271_10,0,0,342,0,0,1320,0,0,480,0,0,0,0,1360,320,0,0,0
AAV.100277_65,0,0,3320,0,0,0,0,0,0,0,0,0,0,0,352,0,0,0
