,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100015_1,0,900,1560,6,0,0,0,0,1260,0,0,0,0,0,0,0,0,120
AAV.100025_22,0,0,792,0,0,0,0,600,180,0,0,0,0,0,360,0,0,0
AAV.100037_50,0,630,0,0,0,600,540,156,0,0,0,0,0,0,0,0,0,0
AAV.100042_29,0,0,360,0,0,0,0,0,0,1590,0,0,0,1380,1080,0,0,0
AAV.100085_4,0,0,0,0,0,480,420,0,0,348,0,0,0,0,870,0,0,0
AAV.100108_57,0,450,3750,0,0,0,3060,0,0,0,0,0,0,0,2850,0,0,150
AAV.100121_51,0,600,1140,0,0,0,1260,0,0,0,0,0,0,0,780,0,0,300
AAV.100129_31,0,0,0,1260,0,0,1500,0,0,0,0,0,0,0,900,0,0,180
AAV.100145_83,0,0,0,3,0,0,1350,0,720,60,0,0,0,0,0,0,0,0
AAV.100172_36,0,0,540,0,0,510,0,0,0,0,0,0,0,561,570,0,0,0
AAV.100176_9,0,0,630,0,0,0,480,150,180,0,0,0,0,495,0,0,0,0
AAV.100231_16,0,0,186,0,0,0,0,0,630,0,0,0,0,0,450,570,0,90
AAV.100271_10,0,0,360,0,0,1260,0,0,480,0,0,0,0,1380,342,0,0,0
AAV.100277_65,0,0,3180,0,0,0,0,0,0,0,0,0,0,0,492,0,0,0
