,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100015_1,0,720,1366,0,0,0,0,0,1400,0,0,0,0,0,0,0,0,360
AAV.100025_22,0,0,852,0,0,0,0,540,160,0,0,0,0,0,360,0,0,20
AAV.100037_50,0,660,0,0,0,560,560,126,0,0,0,0,0,0,0,0,0,20
AAV.100042_29,0,0,360,0,0,0,0,0,0,1450,0,0,0,1480,1120,0,0,0
AAV.100085_4,160,0,0,0,0,380,360,0,0,318,0,0,0,0,900,0,0,0
AAV.100108_57,800,0,2800,0,0,0,3860,0,0,0,0,0,0,0,2700,0,0,100
AAV.100121_51,320,520,1080,0,0,0,1080,0,0,0,0,0,0,0,1080,0,0,0
AAV.100129_31,0,40,0,1120,0,0,1600,0,0,0,0,0,0,0,1040,0,0,40
AAV.100145_83,293,0,0,0,0,0,1260,0,560,0,0,0,0,0,0,0,0,20
AAV.100172_36,160,0,540,0,0,380,0,0,0,0,0,0,0,540,540,0,0,21
AAV.100176_9,0,0,560,0,0,0,540,0,340,0,0,0,0,495,0,0,0,0
AAV.100231_16,160,0,126,0,0,0,0,0,540,0,0,0,0,0,560,540,0,0
AAV.100271_10,320,0,222,0,0,1120,0,0,320,0,0,0,0,1480,360,0,0,0
AAV.100277_65,320,0,3280,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0
