,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100015_1,120,520,1446,0,0,0,0,0,1280,0,0,0,0,0,0,0,0,480
AAV.100025_22,0,0,832,0,0,0,0,620,160,0,0,0,0,0,320,0,0,0
AAV.100037_50,60,660,0,0,0,560,500,126,0,0,20,0,0,0,0,0,0,0
AAV.100042_29,120,0,320,0,0,0,0,0,0,1410,120,0,0,1320,1120,0,0,0
AAV.100085_4,60,0,0,0,0,420,400,0,0,358,0,0,0,0,880,0,0,0
AAV.100108_57,0,700,3800,0,0,0,3060,0,0,0,0,0,0,0,2700,0,0,0
AAV.100121_51,120,560,1120,0,0,0,1280,0,0,0,0,0,0,0,840,0,0,160
AAV.100129_31,0,40,0,1160,0,0,1520,0,0,0,0,0,0,0,960,0,0,160
AAV.100145_83,0,0,0,0,0,0,1280,0,760,53,0,0,0,0,0,0,0,40
AAV.100172_36,60,0,500,0,0,500,0,0,0,0,0,0,0,540,560,0,0,21
AAV.100176_9,0,0,640,0,0,0,480,160,160,0,0,0,0,495,0,0,0,0
AAV.100231_16,60,0,166,0,0,0,0,0,640,0,0,0,0,0,480,500,0,80
AAV.100271_10,240,0,200,0,0,1160,0,0,320,0,40,0,0,1320,302,120,0,120
AAV.100277_65,0,0,3160,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0
