,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100015_1,0,980,1466,0,0,0,0,0,1280,0,0,0,0,0,120,0,0,0
AAV.100025_22,0,0,742,0,0,0,0,630,210,0,0,0,0,0,350,0,0,0
AAV.100037_50,20,630,0,0,0,550,550,176,0,0,0,0,0,0,0,0,0,0
AAV.100042_29,0,0,400,0,0,0,0,0,0,1490,0,0,0,1380,1120,0,0,20
AAV.100085_4,10,0,0,0,0,480,410,0,0,368,0,0,0,0,850,0,0,0
AAV.100108_57,0,400,3800,0,0,0,3260,0,0,0,0,0,0,0,2800,0,0,0
AAV.100121_51,20,700,1120,0,0,0,1260,0,0,0,0,0,0,0,980,0,0,0
AAV.100129_31,0,0,0,1260,0,0,1480,0,0,0,0,0,0,0,1100,0,0,0
AAV.100145_83,0,0,0,0,0,0,1460,0,630,43,0,0,0,0,0,0,0,0
AAV.100172_36,20,0,560,0,0,480,0,0,0,0,0,0,0,571,550,0,0,0
AAV.100176_9,0,0,620,0,0,0,490,200,150,0,0,0,0,475,0,0,0,0
AAV.100231_16,10,0,176,0,0,0,0,0,560,0,0,0,0,0,560,620,0,0
AAV.100271_10,20,0,280,0,0,1380,0,0,420,0,42,0,0,1380,300,0,0,0
AAV.100277_65,0,0,3220,0,0,0,0,0,0,0,0,0,0,0,452,0,0,0
