,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100015_1,0,700,1446,0,0,0,0,0,1200,0,0,0,0,200,0,0,0,300
AAV.100025_22,0,0,732,0,0,0,0,600,250,0,0,0,0,0,350,0,0,0
AAV.100037_50,300,500,0,0,0,500,500,126,0,0,0,0,0,0,0,0,0,0
AAV.100042_29,200,0,600,0,0,0,0,0,0,1310,0,0,0,1300,1000,0,0,0
AAV.100085_4,100,0,0,0,0,500,400,0,0,318,0,0,0,0,800,0,0,0
AAV.100108_57,0,0,4000,0,0,0,3510,0,0,0,0,0,0,0,2750,0,0,0
AAV.100121_51,200,580,1000,0,0,0,1200,0,0,0,0,0,0,0,900,0,0,200
AAV.100129_31,0,100,0,1100,0,0,1340,0,0,0,0,0,0,100,1200,0,0,0
AAV.100145_83,0,0,0,0,0,0,1350,0,700,33,0,0,0,0,0,0,0,50
AAV.100172_36,200,0,450,0,0,500,0,0,0,0,0,0,0,531,500,0,0,0
AAV.100176_9,100,0,650,0,0,0,450,200,100,0,0,0,0,435,0,0,0,0
AAV.100231_16,100,0,126,0,0,0,0,0,450,0,50,0,0,0,600,600,0,0
AAV.100271_10,200,0,222,0,0,1200,0,0,300,0,0,0,0,1200,700,0,0,0
AAV.100277_65,200,0,3100,0,0,0,0,0,0,0,0,0,0,0,372,0,0,0
