,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100015_1,0,960,1520,6,0,0,0,0,1280,0,0,0,0,0,80,0,0,0
AAV.100025_22,0,0,772,0,0,0,0,640,200,0,0,0,0,0,320,0,0,0
AAV.100037_50,0,640,0,0,0,600,520,166,0,0,0,0,0,0,0,0,0,0
AAV.100042_29,0,0,320,0,0,0,0,0,0,1530,0,0,0,1440,1120,0,0,0
AAV.100085_4,0,0,0,0,0,480,400,0,0,358,0,0,0,0,880,0,0,0
AAV.100108_57,0,400,3800,0,0,0,3260,0,0,0,0,0,0,0,2800,0,0,0
AAV.100121_51,0,720,1200,0,0,0,1200,0,0,0,0,0,0,0,960,0,0,0
AAV.100129_31,0,0,0,1200,0,0,1520,0,0,0,0,0,0,0,1120,0,0,0
AAV.100145_83,0,0,0,0,0,0,1480,0,600,53,0,0,0,0,0,0,0,0
AAV.100172_36,0,0,520,0,0,520,0,0,0,0,0,0,0,581,560,0,0,0
AAV.100176_9,0,0,640,0,0,0,480,160,160,0,0,0,0,495,0,0,0,0
AAV.100231_16,0,0,166,0,0,0,0,0,600,0,0,0,0,0,560,600,0,0
AAV.100271_10,0,0,382,0,0,1280,0,0,480,0,0,0,0,1360,240,80,0,0
AAV.100277_65,0,0,3280,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0
