,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100015_1,0,960,1500,0,0,0,0,0,1260,0,0,0,0,0,0,0,0,126
AAV.100025_22,0,0,840,0,0,12,0,600,120,0,0,0,0,0,330,0,0,30
AAV.100037_50,0,600,0,0,0,600,540,156,0,0,0,0,0,0,30,0,0,0
AAV.100042_29,0,0,300,0,0,0,0,0,0,1590,0,0,0,1380,1140,0,0,0
AAV.100085_4,0,120,0,0,0,480,270,0,0,348,0,0,0,0,900,0,0,0
AAV.100108_57,0,450,3750,0,0,0,2850,0,0,0,0,0,0,450,2550,0,0,210
AAV.100121_51,0,600,1140,0,0,0,1260,0,0,0,0,0,0,0,780,0,0,300
AAV.100129_31,0,0,0,1320,0,0,1500,0,0,0,0,0,0,0,840,0,0,180
AAV.100145_83,0,0,0,0,0,0,1350,0,690,90,0,0,0,0,0,0,0,3
AAV.100172_36,0,0,450,0,0,510,0,0,0,0,0,0,0,681,540,0,0,0
AAV.100176_9,0,90,630,0,0,0,420,120,210,0,0,0,0,465,0,0,0,0
AAV.100231_16,0,0,186,0,0,0,0,0,630,0,0,0,0,0,450,570,0,90
AAV.100271_10,0,0,300,0,0,1260,0,0,420,0,42,0,0,1440,360,0,0,0
AAV.100277_65,0,0,3060,0,0,0,0,0,0,0,0,0,0,0,612,0,0,0
