,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100015_1,0,900,1446,0,0,0,0,0,1200,0,0,0,0,0,300,0,0,0
AAV.100025_22,0,0,882,0,0,0,0,600,150,0,0,0,0,0,300,0,0,0
AAV.100037_50,300,600,0,0,0,450,450,126,0,0,0,0,0,0,0,0,0,0
AAV.100042_29,0,0,300,0,0,0,0,0,0,1410,0,0,0,1500,1200,0,0,0
AAV.100085_4,0,0,0,0,0,450,450,0,0,318,0,0,0,0,900,0,0,0
AAV.100108_57,0,0,3750,0,0,0,3510,0,0,0,0,0,0,0,3000,0,0,0
AAV.100121_51,300,480,900,0,0,0,1500,0,0,0,0,0,0,0,900,0,0,0
AAV.100129_31,0,0,0,1200,0,0,1440,0,0,0,0,0,0,0,1200,0,0,0
AAV.100145_83,0,0,0,0,0,0,1350,0,750,33,0,0,0,0,0,0,0,0
AAV.100172_36,300,0,450,0,0,450,0,0,0,0,0,0,0,531,450,0,0,0
AAV.100176_9,0,0,600,0,0,0,600,150,150,0,0,0,0,435,0,0,0,0
AAV.100231_16,150,0,126,0,0,0,0,0,600,0,0,0,0,0,600,450,0,0
AAV.100271_10,300,0,222,0,0,1200,0,0,300,0,0,0,0,1500,300,0,0,0
AAV.100277_65,300,0,3000,0,0,0,0,0,0,0,0,0,0,0,372,0,0,0
