,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100015_1,120,80,1406,0,0,0,0,0,1160,0,0,0,0,0,0,0,0,1080
AAV.100025_22,30,0,782,0,0,0,0,600,130,0,0,0,0,10,330,0,0,50
AAV.100037_50,60,650,0,0,0,560,250,126,0,0,0,0,0,0,0,0,0,280
AAV.100042_29,120,0,160,0,0,0,0,0,0,1550,0,0,0,1360,1120,0,0,100
AAV.100085_4,0,10,0,0,0,480,220,0,0,348,0,0,0,0,880,0,0,180
AAV.100108_57,450,0,3650,0,0,0,1660,0,0,0,0,0,0,0,2600,0,0,1900
AAV.100121_51,60,580,1140,0,0,0,840,0,0,0,0,0,0,0,320,0,0,1140
AAV.100129_31,0,0,0,1280,0,0,1520,0,0,0,0,0,0,0,320,0,0,720
AAV.100145_83,60,10,0,0,0,0,840,0,720,53,0,0,0,0,0,0,0,450
AAV.100172_36,60,0,530,0,0,490,0,0,0,0,0,0,0,550,530,0,0,21
AAV.100176_9,30,0,610,0,0,0,480,110,30,0,80,0,0,465,0,0,0,130
AAV.100231_16,30,0,166,0,0,0,0,0,500,0,0,0,0,0,160,570,0,500
AAV.100271_10,180,0,320,0,20,1280,0,0,420,0,0,0,0,1040,222,0,0,340
AAV.100277_65,60,0,3160,0,0,0,0,0,0,0,0,0,0,0,352,0,0,100
