,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100015_1,80,680,1466,0,0,0,0,0,1260,0,0,0,0,0,0,0,0,360
AAV.100025_22,40,0,792,0,0,0,0,590,170,0,0,0,30,0,310,0,0,0
AAV.100037_50,40,660,0,0,0,560,520,116,0,0,30,0,0,0,0,0,0,0
AAV.100042_29,0,0,280,0,0,0,0,0,0,1610,0,0,0,1320,1120,0,0,80
AAV.100085_4,40,0,0,0,0,450,420,0,0,368,0,0,0,0,840,0,0,0
AAV.100108_57,400,0,3850,0,0,0,3060,0,0,0,0,0,0,0,2600,0,0,350
AAV.100121_51,80,580,1120,0,0,0,1260,0,0,0,0,0,0,0,980,0,0,60
AAV.100129_31,0,0,0,1260,0,0,1540,0,0,0,0,0,0,0,1040,0,0,0
AAV.100145_83,40,0,0,0,0,0,1390,0,630,73,0,0,0,0,0,0,0,0
AAV.100172_36,40,0,560,0,0,490,0,0,0,0,0,0,0,571,520,0,0,0
AAV.100176_9,40,0,560,0,0,0,490,170,140,0,0,0,30,465,0,0,0,40
AAV.100231_16,40,0,176,0,0,0,0,0,670,0,0,0,0,0,520,520,0,0
AAV.100271_10,80,0,280,0,0,1260,0,0,360,0,0,0,0,1400,322,60,0,60
AAV.100277_65,0,0,3060,0,0,0,0,0,0,0,0,0,0,0,552,0,0,60
