,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100015_1,0,940,1560,0,0,0,0,0,1240,0,0,0,0,0,0,0,0,106
AAV.100025_22,0,0,840,0,0,12,0,610,130,0,0,0,0,0,340,0,0,0
AAV.100037_50,0,640,0,0,0,600,530,146,0,0,0,0,0,0,0,0,0,10
AAV.100042_29,0,0,280,0,0,0,0,0,0,1630,0,0,0,1400,1100,0,0,0
AAV.100085_4,0,0,0,0,0,480,390,0,0,358,0,0,0,0,890,0,0,0
AAV.100108_57,0,450,3550,0,0,0,3050,0,200,0,0,0,0,300,2650,0,0,60
AAV.100121_51,0,680,1160,0,0,0,1260,0,0,0,0,0,0,0,780,0,0,200
AAV.100129_31,0,0,0,1260,0,0,1480,40,0,0,0,0,0,0,860,0,0,200
AAV.100145_83,0,0,0,0,0,0,1330,0,710,83,0,0,0,0,10,0,0,0
AAV.100172_36,0,0,460,0,0,500,0,0,0,0,0,0,0,671,550,0,0,0
AAV.100176_9,0,0,640,0,0,0,500,150,170,0,0,0,0,475,0,0,0,0
AAV.100231_16,0,0,186,0,0,0,0,0,660,0,0,0,0,0,420,560,0,100
AAV.100271_10,0,0,260,0,0,1260,0,0,442,0,0,0,0,1420,440,0,0,0
AAV.100277_65,0,0,3100,0,0,0,0,0,0,0,0,0,0,0,572,0,0,0
