,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100015_1,0,600,1546,0,0,0,0,0,1300,0,0,0,0,0,0,0,0,400
AAV.100025_22,0,0,832,0,0,0,0,600,150,0,0,0,0,0,350,0,0,0
AAV.100037_50,0,600,0,0,0,600,550,176,0,0,0,0,0,0,0,0,0,0
AAV.100042_29,0,0,300,0,0,0,0,0,0,1500,0,0,0,1400,1200,0,10,0
AAV.100085_4,50,0,0,0,0,450,400,0,0,368,0,0,0,0,850,0,0,0
AAV.100108_57,0,500,4010,0,0,0,3000,0,0,0,0,0,0,0,2500,0,0,250
AAV.100121_51,0,580,1200,0,0,0,1300,0,0,0,0,0,0,0,1000,0,0,0
AAV.100129_31,0,0,0,1300,0,0,1540,0,0,0,0,0,0,0,1000,0,0,0
AAV.100145_83,0,0,0,0,0,0,1350,0,700,83,0,0,0,0,0,0,0,0
AAV.100172_36,0,0,550,0,0,500,0,0,0,0,0,0,0,581,550,0,0,0
AAV.100176_9,0,0,650,0,0,0,500,150,150,0,0,0,0,485,0,0,0,0
AAV.100231_16,0,0,176,0,0,0,0,0,600,0,0,0,0,0,550,600,0,0
AAV.100271_10,0,0,300,0,0,1200,0,0,500,0,0,0,0,1300,322,100,0,100
AAV.100277_65,0,0,3200,0,0,0,0,0,0,0,0,0,0,0,472,0,0,0
