,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100015_1,0,980,1486,0,0,0,0,0,1300,0,0,0,0,0,80,0,0,0
AAV.100025_22,0,0,760,0,0,0,0,610,210,0,0,0,2,0,350,0,0,0
AAV.100037_50,0,640,0,0,0,590,540,156,0,0,0,0,0,0,0,0,0,0
AAV.100042_29,0,0,300,0,0,0,0,0,0,1570,0,0,0,1420,1120,0,0,0
AAV.100085_4,0,0,0,0,0,480,420,0,0,348,0,0,0,0,870,0,0,0
AAV.100108_57,0,450,3710,0,0,0,3300,0,0,0,0,0,0,0,2800,0,0,0
AAV.100121_51,0,740,1160,0,0,0,1200,0,0,0,0,0,0,0,880,0,0,100
AAV.100129_31,0,0,0,1220,0,0,1520,0,0,0,0,0,0,0,1020,0,0,80
AAV.100145_83,0,0,0,0,0,0,1450,0,620,63,0,0,0,0,0,0,0,0
AAV.100172_36,0,0,550,0,0,500,0,0,0,0,0,0,0,571,560,0,0,0
AAV.100176_9,0,0,630,0,0,0,490,140,180,0,0,0,0,495,0,0,0,0
AAV.100231_16,0,0,186,0,0,0,0,0,580,0,0,0,0,0,530,590,0,40
AAV.100271_10,0,0,362,0,0,1320,0,0,480,0,0,0,0,1360,280,20,0,0
AAV.100277_65,0,0,3280,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0
