,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100015_1,0,640,1520,6,0,0,0,0,1280,0,0,0,0,0,40,0,0,360
AAV.100025_22,0,0,832,0,0,0,0,580,160,0,0,0,0,0,340,0,0,20
AAV.100037_50,0,660,0,0,0,580,540,146,0,0,0,0,0,0,0,0,0,0
AAV.100042_29,0,0,360,0,0,0,0,0,0,1520,0,0,0,1360,1120,0,10,40
AAV.100085_4,20,0,0,0,0,460,420,0,0,358,0,0,0,0,860,0,0,0
AAV.100108_57,0,600,3900,0,0,0,2960,0,0,0,0,0,0,0,2700,0,0,100
AAV.100121_51,0,600,1160,0,0,0,1280,0,0,0,0,0,0,0,680,0,0,360
AAV.100129_31,0,0,0,1240,0,0,1520,0,0,0,0,0,0,0,720,0,0,360
AAV.100145_83,0,0,0,0,0,0,1320,0,700,73,0,0,0,0,0,0,0,40
AAV.100172_36,20,0,540,0,0,500,0,0,0,0,0,0,0,561,560,0,0,0
AAV.100176_9,0,0,640,0,0,0,480,140,180,0,0,0,0,495,0,0,0,0
AAV.100231_16,0,0,186,0,0,0,0,0,620,0,0,0,0,0,380,580,0,160
AAV.100271_10,0,0,280,0,0,1280,0,0,480,0,0,0,0,1360,382,0,0,40
AAV.100277_65,0,0,3200,0,0,0,0,0,0,0,0,0,0,0,472,0,0,0
