,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100008_37,200,100,600,0,0,400,0,129,0,0,0,0,0,0,300,0,0,200
AAV.100009_10,0,0,2234,0,0,0,1200,0,600,0,0,0,0,0,0,200,0,200
AAV.100038_9,100,0,500,0,0,0,0,400,0,0,0,0,0,204,0,300,0,500
AAV.100062_1,100,0,800,0,0,0,200,0,0,0,0,0,0,0,907,0,0,0
AAV.100063_6,100,0,500,0,0,0,200,400,500,0,0,0,0,0,469,0,0,0
AAV.100077_52,0,0,400,0,0,200,1000,0,121,0,0,0,0,0,200,0,0,200
AAV.100080_66,400,0,1200,0,0,800,600,800,0,48,0,0,0,0,0,0,0,400
AAV.100096_58,0,0,1400,0,0,0,0,1200,0,0,0,0,0,1000,0,0,0,648
AAV.100106_20,0,0,500,9,0,1000,600,0,0,0,0,0,0,0,0,0,0,0
AAV.100112_24,0,0,400,0,0,0,600,600,0,0,0,0,0,0,136,0,0,100
AAV.100130_94,100,300,0,0,0,400,0,500,0,0,0,0,0,0,500,108,0,0
AAV.100144_13,0,717,0,0,0,0,0,1200,100,0,0,0,0,100,0,0,0,100
AAV.100158_1,0,0,0,0,0,0,0,0,200,0,0,0,0,1000,633,0,0,0
AAV.100165_1,100,0,0,100,0,0,600,24,0,700,0,0,0,0,600,0,0,0
AAV.100224_7,0,0,1000,0,0,100,196,600,0,0,0,0,0,0,0,0,0,0
AAV.100226_6,0,0,2796,0,0,0,300,0,1500,0,0,0,0,0,1200,0,0,0
AAV.100231_6,0,300,600,0,0,0,0,0,0,0,0,0,0,1200,100,0,5,0
AAV.100238_44,0,0,0,0,0,1000,1800,0,0,0,0,0,0,1000,70,0,0,0
AAV.100244_40,200,0,1200,0,0,0,422,0,0,1200,0,0,0,200,600,0,0,0
AAV.100273_34,0,0,0,0,0,0,600,0,200,517,0,0,0,0,100,500,0,300
