,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100015_1,0,540,1440,0,0,0,0,0,1200,0,0,0,0,180,0,0,0,486
AAV.100025_22,90,0,720,0,0,12,0,630,210,0,0,0,0,0,270,0,0,0
AAV.100037_50,270,510,0,0,0,510,510,126,0,0,0,0,0,0,0,0,0,0
AAV.100042_29,180,0,240,0,0,0,0,0,0,1530,0,0,0,1440,1020,0,0,0
AAV.100085_4,90,0,0,0,0,480,360,0,0,318,0,0,0,0,870,0,0,0
AAV.100108_57,450,450,3300,0,0,0,3000,0,0,0,0,0,0,0,2400,0,0,660
AAV.100121_51,180,600,1200,0,0,0,1140,0,0,0,0,0,0,0,960,0,0,0
AAV.100129_31,0,60,0,1320,0,0,1380,0,0,0,0,0,0,60,1020,0,0,0
AAV.100145_83,90,0,0,0,0,0,1260,0,690,63,30,0,0,0,0,0,0,0
AAV.100172_36,90,0,420,0,0,510,0,0,30,0,0,0,0,531,510,0,0,90
AAV.100176_9,0,0,600,0,0,0,450,120,270,0,0,0,0,495,0,0,0,0
AAV.100231_16,90,0,126,0,0,0,0,0,690,0,0,0,0,0,510,510,0,0
AAV.100271_10,180,0,222,0,0,1260,0,0,360,0,0,0,0,1500,240,60,0,0
AAV.100277_65,0,0,3180,0,0,0,0,0,0,0,0,0,0,60,432,0,0,0
