,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100015_1,0,760,1500,6,0,0,0,0,1300,0,0,0,0,0,0,0,0,280
AAV.100025_22,0,0,852,0,0,0,0,600,150,0,0,0,0,0,330,0,0,0
AAV.100037_50,0,630,0,0,0,580,540,156,0,0,0,0,0,0,0,0,0,20
AAV.100042_29,0,0,360,0,0,0,0,0,0,1570,0,0,0,1340,1100,0,0,40
AAV.100085_4,0,0,0,0,0,480,420,0,0,348,0,0,0,0,870,0,0,0
AAV.100108_57,0,550,3900,0,0,0,3010,0,0,0,0,0,0,0,2700,0,0,100
AAV.100121_51,0,600,1180,0,0,0,1280,0,0,0,0,0,0,0,720,0,0,300
AAV.100129_31,0,0,0,1260,0,0,1500,0,0,0,0,0,0,0,740,0,0,340
AAV.100145_83,0,0,0,3,0,0,1360,0,710,60,0,0,0,0,0,0,0,0
AAV.100172_36,0,0,550,0,0,510,0,0,0,0,0,0,0,581,540,0,0,0
AAV.100176_9,0,0,640,0,0,0,510,130,170,0,0,0,0,485,0,0,0,0
AAV.100231_16,0,0,186,0,0,0,0,0,630,0,0,0,0,0,390,570,0,150
AAV.100271_10,0,0,340,0,0,1280,0,0,420,0,0,0,0,1340,342,20,0,80
AAV.100277_65,0,0,3180,0,0,0,0,0,0,0,0,0,0,0,492,0,0,0
