,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100015_1,0,600,1440,6,0,0,0,0,1200,0,0,0,0,180,0,0,0,420
AAV.100025_22,90,0,762,0,0,0,0,600,210,0,0,0,0,0,270,0,0,0
AAV.100037_50,270,510,0,0,0,510,510,126,0,0,0,0,0,0,0,0,0,0
AAV.100042_29,180,0,240,0,0,0,0,0,0,1530,0,0,0,1440,1020,0,0,0
AAV.100085_4,90,0,0,0,0,480,390,0,0,318,0,0,0,0,840,0,0,0
AAV.100108_57,450,450,3300,0,0,0,3060,0,0,0,0,0,0,0,2550,0,0,450
AAV.100121_51,180,540,1020,0,0,0,1200,0,0,0,0,0,0,0,960,0,0,180
AAV.100129_31,0,0,0,1380,0,0,1440,0,0,0,0,0,0,0,1020,0,0,0
AAV.100145_83,90,0,0,0,0,0,1290,0,690,63,0,0,0,0,0,0,0,0
AAV.100172_36,90,0,570,0,0,510,0,0,0,0,0,0,0,501,510,0,0,0
AAV.100176_9,0,0,630,0,0,0,480,90,210,0,0,0,0,495,0,0,0,30
AAV.100231_16,90,0,126,0,0,0,0,0,690,0,0,0,0,0,510,510,0,0
AAV.100271_10,180,0,222,0,0,1260,0,0,480,0,0,0,0,1440,240,0,0,0
AAV.100277_65,0,0,3240,0,0,0,0,0,0,0,0,0,0,0,432,0,0,0
