,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100015_1,0,400,1646,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,600
AAV.100025_22,0,0,732,0,0,0,0,600,200,0,0,0,0,0,400,0,0,0
AAV.100037_50,300,500,0,0,0,500,300,126,0,0,0,0,0,0,0,0,0,200
AAV.100042_29,200,0,200,0,0,0,0,0,0,1400,200,0,0,1400,1000,0,10,0
AAV.100085_4,200,0,0,0,0,400,400,0,0,318,0,0,0,0,800,0,0,0
AAV.100108_57,500,500,3500,0,0,0,1760,0,0,0,0,0,0,0,3000,0,0,1000
AAV.100121_51,200,480,1000,0,0,0,1400,0,0,0,0,0,0,0,600,0,0,400
AAV.100129_31,0,0,0,1400,0,0,1440,0,0,0,0,0,0,0,600,0,0,400
AAV.100145_83,0,0,0,0,0,0,1200,0,700,33,0,0,0,0,0,0,0,200
AAV.100172_36,0,0,600,0,0,500,0,0,0,0,0,0,0,581,500,0,0,0
AAV.100176_9,100,0,600,0,0,0,500,100,100,0,0,0,0,435,0,0,0,100
AAV.100231_16,100,0,126,0,0,0,0,0,700,0,0,0,0,0,300,500,0,200
AAV.100271_10,0,0,400,0,0,1200,0,0,400,0,0,0,0,1400,222,200,0,0
AAV.100277_65,0,0,3200,0,0,0,0,0,0,0,0,0,0,0,472,0,0,0
