,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100015_1,240,960,1280,6,0,0,0,0,1280,0,0,0,0,0,80,0,0,0
AAV.100025_22,0,0,572,0,0,0,0,640,280,0,0,0,0,0,440,0,0,0
AAV.100037_50,120,640,0,0,0,480,520,166,0,0,0,0,0,0,0,0,0,0
AAV.100042_29,0,0,240,0,0,0,0,0,0,1770,0,0,0,1360,1040,0,0,0
AAV.100085_4,0,0,0,0,0,480,360,0,0,358,0,0,0,0,920,0,0,0
AAV.100108_57,600,600,3400,0,0,0,3060,0,0,0,0,0,0,0,2600,0,0,0
AAV.100121_51,240,640,960,0,0,0,1280,0,0,0,0,0,0,0,960,0,0,0
AAV.100129_31,0,0,0,1280,0,0,1520,0,0,0,0,0,0,0,1040,0,0,0
AAV.100145_83,120,0,0,0,0,0,1200,0,760,53,0,0,0,0,0,0,0,0
AAV.100172_36,120,0,480,0,0,520,0,0,0,0,0,0,0,581,480,0,0,0
AAV.100176_9,0,0,640,0,0,0,480,160,160,0,0,0,0,495,0,0,0,0
AAV.100231_16,120,0,166,0,0,0,0,0,640,0,0,0,0,0,520,480,0,0
AAV.100271_10,480,0,302,0,0,1040,0,0,0,0,0,0,0,1360,240,400,0,0
AAV.100277_65,240,0,3040,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0
