,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100015_1,0,960,1440,6,0,0,0,0,1280,0,0,0,0,0,160,0,0,0
AAV.100025_22,0,0,812,0,0,0,0,600,160,0,0,0,0,0,360,0,0,0
AAV.100037_50,80,600,0,0,0,560,560,126,0,0,0,0,0,0,0,0,0,0
AAV.100042_29,80,0,320,0,0,0,0,0,0,1530,0,0,0,1360,1120,0,0,0
AAV.100085_4,80,0,0,0,0,440,440,0,0,318,0,0,0,0,840,0,0,0
AAV.100108_57,200,200,3400,0,0,0,3460,0,0,0,0,0,0,0,2800,0,0,200
AAV.100121_51,80,640,1200,0,0,0,1200,0,0,0,0,0,0,0,960,0,0,0
AAV.100129_31,0,0,0,1200,0,0,1520,0,0,0,0,0,0,0,1120,0,0,0
AAV.100145_83,40,0,0,0,0,0,1400,0,600,93,0,0,0,0,0,0,0,0
AAV.100172_36,120,0,560,0,0,440,0,0,0,0,0,0,0,501,560,0,0,0
AAV.100176_9,0,0,600,0,0,0,480,120,240,0,0,0,0,495,0,0,0,0
AAV.100231_16,40,0,126,0,0,0,0,0,600,0,0,0,0,0,560,600,0,0
AAV.100271_10,160,0,222,0,0,1360,0,0,400,0,0,0,0,1360,320,0,0,0
AAV.100277_65,0,0,3120,0,0,0,0,0,0,0,0,0,0,0,552,0,0,0
