,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100015_1,0,600,1446,0,0,0,0,0,1320,0,0,0,0,0,0,0,0,480
AAV.100025_22,0,0,812,0,0,0,0,580,180,0,0,0,0,0,340,0,0,20
AAV.100037_50,0,660,0,0,0,580,540,106,0,0,40,0,0,0,0,0,0,0
AAV.100042_29,0,0,320,0,0,0,0,0,0,1570,0,0,0,1320,1120,0,0,80
AAV.100085_4,20,0,0,0,0,460,400,0,0,358,0,0,0,0,880,0,0,0
AAV.100108_57,0,700,3700,0,0,0,2860,0,100,0,100,0,0,0,2700,0,0,100
AAV.100121_51,0,600,1160,0,0,0,1280,0,0,0,0,0,0,0,680,0,0,360
AAV.100129_31,0,0,0,1240,0,0,1520,0,0,0,0,0,0,0,720,0,0,360
AAV.100145_83,0,0,0,0,0,0,1320,0,680,73,0,0,0,0,0,0,0,60
AAV.100172_36,20,0,480,0,0,500,0,0,0,0,0,0,0,621,560,0,0,0
AAV.100176_9,0,0,640,0,0,0,520,160,120,0,0,0,0,495,0,0,0,0
AAV.100231_16,0,0,186,0,0,0,0,0,640,0,0,0,0,0,380,560,0,160
AAV.100271_10,0,80,320,0,0,1280,0,40,400,0,142,0,0,1360,200,0,0,0
AAV.100277_65,0,0,3160,0,0,0,0,80,0,0,0,0,0,0,392,0,0,40
