,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100015_1,0,960,1366,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,80
AAV.100025_22,0,0,892,0,0,0,0,600,120,0,0,0,0,0,320,0,0,0
AAV.100037_50,40,640,0,0,0,560,520,80,0,0,80,0,0,0,0,0,0,6
AAV.100042_29,0,0,400,0,0,0,0,0,0,1370,0,0,0,1440,1200,0,0,0
AAV.100085_4,0,0,0,0,0,480,400,0,0,358,0,0,0,0,880,0,0,0
AAV.100108_57,0,200,3800,0,0,0,3260,0,0,0,0,0,0,0,2600,0,0,400
AAV.100121_51,80,640,1120,0,0,0,1200,0,0,0,0,0,0,0,960,0,0,80
AAV.100129_31,0,0,0,1200,0,0,1600,0,0,0,0,0,0,0,960,0,0,80
AAV.100145_83,0,0,0,0,0,0,1360,0,640,53,80,0,0,0,0,0,0,0
AAV.100172_36,0,0,520,0,0,520,0,0,0,0,0,0,0,581,560,0,0,0
AAV.100176_9,0,0,600,0,0,0,520,40,240,0,80,0,0,455,0,0,0,0
AAV.100231_16,40,0,166,0,0,0,0,0,640,0,0,0,0,0,560,520,0,0
AAV.100271_10,80,0,160,0,0,1280,0,0,320,0,0,0,0,1520,462,0,0,0
AAV.100277_65,0,0,3360,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0
