,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100015_1,120,120,1500,6,0,0,0,0,1160,0,0,0,0,0,0,0,0,940
AAV.100025_22,30,0,842,0,0,0,0,600,130,0,0,0,0,0,330,0,0,0
AAV.100037_50,60,650,0,0,0,560,260,126,0,0,0,0,0,0,0,0,0,270
AAV.100042_29,120,0,260,0,0,0,0,0,0,1540,0,0,0,1360,1120,0,10,0
AAV.100085_4,0,0,0,0,0,480,330,0,0,348,0,0,0,0,870,0,0,90
AAV.100108_57,450,0,3900,0,0,0,1710,0,0,0,0,0,0,0,2600,0,0,1600
AAV.100121_51,60,560,1140,0,0,0,900,0,0,0,0,0,0,0,360,0,0,1060
AAV.100129_31,0,0,0,1280,0,0,1520,0,0,0,0,0,0,0,360,0,0,680
AAV.100145_83,60,0,0,0,0,0,870,0,720,53,0,0,0,0,0,0,0,430
AAV.100172_36,60,0,530,0,0,490,0,0,0,0,0,0,0,571,530,0,0,0
AAV.100176_9,30,0,610,0,0,0,480,120,160,0,0,0,0,465,0,0,0,70
AAV.100231_16,30,0,166,0,0,0,0,0,560,0,0,0,0,0,180,570,0,420
AAV.100271_10,180,0,320,0,0,1280,0,0,420,0,0,0,0,1120,322,0,0,180
AAV.100277_65,60,0,3140,0,0,0,0,0,0,0,0,0,0,0,472,0,0,0
