,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100015_1,0,1120,1346,0,0,0,0,0,1380,0,0,0,0,0,0,0,0,0
AAV.100025_22,0,0,812,0,0,0,0,690,140,0,0,0,0,0,290,0,0,0
AAV.100037_50,130,570,0,0,0,560,560,106,0,0,0,0,0,0,0,0,0,0
AAV.100042_29,260,0,280,0,0,0,0,0,0,1610,0,0,0,1400,860,0,0,0
AAV.100085_4,260,0,0,0,0,430,290,0,0,298,0,0,0,0,840,0,0,0
AAV.100108_57,0,0,3550,0,0,0,3910,0,0,0,0,0,0,0,2800,0,0,0
AAV.100121_51,260,440,1120,0,0,0,1140,0,0,0,0,0,0,0,1120,0,0,0
AAV.100129_31,0,0,0,1140,0,0,1580,0,0,0,0,0,0,0,1120,0,0,0
AAV.100145_83,0,0,0,0,0,0,1280,0,820,33,0,0,0,0,0,0,0,0
AAV.100172_36,390,0,430,0,0,430,0,0,0,0,0,0,0,501,430,0,0,0
AAV.100176_9,0,0,700,0,0,0,430,130,140,0,0,0,0,525,0,0,0,10
AAV.100231_16,130,0,106,0,0,0,0,0,560,0,0,0,0,0,570,560,0,0
AAV.100271_10,520,0,182,0,0,1140,0,0,300,0,0,0,0,1400,280,0,0,0
AAV.100277_65,0,0,3120,0,0,0,0,0,0,0,0,0,0,0,552,0,0,0
