,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100015_1,0,1000,1466,0,0,0,0,0,1380,0,0,0,0,0,0,0,0,0
AAV.100025_22,0,0,802,0,0,0,0,630,210,0,0,0,0,0,290,0,0,0
AAV.100037_50,0,640,0,0,0,560,560,166,0,0,0,0,0,0,0,0,0,0
AAV.100042_29,0,0,300,0,0,0,0,0,0,1590,0,0,0,1400,1120,0,0,0
AAV.100085_4,0,0,0,0,0,490,420,0,0,358,0,0,0,0,850,0,0,0
AAV.100108_57,0,700,3850,0,0,0,2910,0,0,0,0,0,0,0,2800,0,0,0
AAV.100121_51,0,580,1240,0,0,0,1260,0,0,0,0,0,0,0,720,0,0,280
AAV.100129_31,0,0,0,1140,0,0,1460,0,0,0,0,0,0,0,720,0,0,520
AAV.100145_83,0,0,0,0,0,0,1350,0,690,93,0,0,0,0,0,0,0,0
AAV.100172_36,0,0,550,0,0,500,0,0,0,0,0,0,0,571,560,0,0,0
AAV.100176_9,0,0,640,0,0,0,490,140,200,0,0,0,0,465,0,0,0,0
AAV.100231_16,0,0,176,0,0,0,0,0,560,0,0,0,0,0,430,620,0,140
AAV.100271_10,120,0,280,0,0,1260,0,0,440,0,42,0,0,1400,280,0,0,0
AAV.100277_65,0,0,3120,0,0,0,0,0,0,0,0,0,0,0,552,0,0,0
