,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100015_1,0,1040,1506,0,0,0,0,0,1300,0,0,0,0,0,0,0,0,0
AAV.100025_22,0,0,810,0,0,0,0,610,170,0,0,0,2,0,340,0,0,0
AAV.100037_50,0,640,0,0,0,590,540,156,0,0,0,0,0,0,0,0,0,0
AAV.100042_29,0,0,360,0,0,0,0,0,0,1570,0,0,0,1360,1120,0,0,0
AAV.100085_4,0,0,0,0,0,480,410,0,0,358,0,0,0,0,870,0,0,0
AAV.100108_57,0,500,3810,0,0,0,3200,0,0,0,0,0,0,0,2750,0,0,0
AAV.100121_51,0,680,1160,0,0,0,1260,0,0,0,0,0,0,0,800,0,0,180
AAV.100129_31,0,0,0,1240,0,0,1520,0,0,0,0,0,0,0,900,0,0,180
AAV.100145_83,0,0,0,0,0,0,1350,0,710,73,0,0,0,0,0,0,0,0
AAV.100172_36,0,0,560,0,0,500,0,0,0,0,0,0,0,571,550,0,0,0
AAV.100176_9,0,0,630,0,0,0,490,140,180,0,0,0,0,495,0,0,0,0
AAV.100231_16,0,0,186,0,0,0,0,0,610,0,0,0,0,0,460,580,0,90
AAV.100271_10,0,0,340,0,0,1280,0,0,460,0,0,0,0,1360,342,40,0,0
AAV.100277_65,0,0,3160,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0
