,no alignment,AAV1,AAV2,AAV3,AAV4,AAV5,AAV6,AAV7,AAV8,AAV9,AAV10,AAV11,AAV12,AAV13,AAVrh8,AAVrh10,AAVrh32,multiple alignment
AAV.100015_1,0,420,1486,0,0,0,0,0,1320,0,0,0,0,0,0,0,0,620
AAV.100025_22,0,0,842,0,0,0,0,590,150,0,0,0,0,0,350,0,0,0
AAV.100037_50,0,650,0,0,0,580,300,140,0,0,0,0,0,0,0,0,0,256
AAV.100042_29,0,0,260,0,0,0,0,0,0,1590,0,0,0,1380,1140,0,0,40
AAV.100085_4,0,0,0,0,0,480,340,0,0,348,0,0,0,0,890,0,0,60
AAV.100108_57,100,450,3850,0,0,0,1860,0,0,0,0,0,0,0,2750,0,0,1250
AAV.100121_51,20,600,1140,0,0,0,1240,0,0,0,0,0,0,0,520,0,0,560
AAV.100129_31,0,0,0,1240,0,0,1560,0,0,0,0,0,0,0,520,0,0,520
AAV.100145_83,0,10,0,0,0,0,1090,0,730,63,0,0,0,0,0,0,0,240
AAV.100172_36,0,0,550,0,0,500,0,0,0,0,0,0,0,571,560,0,0,0
AAV.100176_9,0,0,630,0,0,0,510,150,160,0,0,0,0,485,0,0,0,0
AAV.100231_16,0,0,186,0,0,0,0,0,640,0,0,0,0,0,270,570,0,260
AAV.100271_10,0,0,300,20,0,1280,0,0,440,0,60,0,0,1340,302,0,0,80
AAV.100277_65,0,0,3200,0,0,0,0,0,0,0,0,0,0,0,472,0,0,0
